"","X.1","X","Address","Postal_code","Price","Beds","Baths_num","Description","Img_uri","Square_feet","Year_built","Id_code","Style","PropertyID","YearBuilt","Baths","Status","ParkingTypeDescription","Storeys","NewConstruction","Neighbourhood","LivingArea","Basement","BasementDevelopment","CondoType","ConstructionType","EnsuiteYN","Exterior","Flooring","Foundation","FrontExposure","GarageYN","HeatingFuel","HeatingType","HOAFeeYN","LotShape","Other","Parking","PropertySubType","PropertyType","Region","RoofType","SiteInfluences","Zone","ID","TotalRooms","Fireplaces","County","Amenities","AmenitiesNearBy","BasementType","ExteriorFinish","Features","FenceType","LandscapeFeatures","Structure","TransactionType","FPFuel","AssociationFee","CoolingType","FireProtection","BasementFeatures","ViewType","ConstructionStyleSplitLevel","CondoFeeInclude","SchoolDistrict","CeilingHeight","LotArea","Appliances","FireplaceType","PoolType","WaterFrontType","ConstructionMaterial","FlooringType","FoundationType","LeasePerUnit","Sewer","EfficiencyRating","AccessType","SewerSeptic","ElementarySchool","EstimatedAnnualTaxes","MaintenanceFeeType","Access","ArchitecturalStyle","Area","ConstructionMaterials","CountyOrParish","DrivewayType","FoundationDetails","Garage","Heating","InteriorFeatures","KitchenAppliances","LotFeatures","ParkingFeatures","Possession","Roof","Utilities","LotSize","FarmType","BodyofWater","CurrentValidPercTest","District","DOCUMENTSONFILE","DRIVEWAY/PARKING","Easements","EnvironmentalAssessment","LANDFEATURES","PropertyGated","PROPERTYSIZE","Restr/ProtCovenants","Road","SEWAGEDISPOSAL","Sign","Sub-District","Survey","TitletoLand","Type","UTILITIES","WATERACCESS/VIEW","WATERFRONTAGE","WaterFrontageUnits","WATERSOURCE","Waterfront","Fixture","EquipmentType","RentalEquipmentType","Distinctivefeatures","Sewagesystem","Watersupply","Zoning","ExteriorFeatures","HeatType","CommunityFeatures","SurfaceWater","EquipIncl","FeaturesInterior","GaragesParkingDescription","ParkingSurface","WaterHeater","WaterHeaterType","WaterSoftener","RoofMaterial"
"3138",NA,NA,NA,NA,"260000","2","3",NA,NA,"1202",NA,"4161448","Other",NA,NA,NA,"Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"7","1","Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Stucco,Wood",NA,"Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",NA,NA,NA,NA,"260000","2","3",NA,NA,"1202",NA,"4161448","Other",NA,NA,NA,"Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"7","1","Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Stucco,Wood",NA,"Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140",NA,NA,NA,NA,"226900","1","1",NA,NA,"783",NA,"4161297","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Canada","PublicTransit,Shopping","PublicTransit,Shopping",NA,"Stone,Stucco",NA,"Fence","Fruittrees/shrubs,Landscaped",NA,"Forsale",NA,NA,NA,"Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",NA,NA,NA,NA,"162953","1","1",NA,NA,"590",NA,"4161408","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters,Hotwaterradiatorheat",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Canada",NA,NA,NA,"Pressedfibre,Stone",NA,NA,"Landscaped","Clubhouse","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",NA,NA,NA,NA,"99900","419",NA,NA,NA,"2015",NA,"101293635","Other","101293635","2015",NA,"Active","None0cars","0","No",NA,NA,NA,NA,"NotaCondo",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Calgary",NA,NA,"ZoneCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143",NA,NA,NA,NA,"749900","4","4",NA,NA,"1889",NA,"4161165","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"11","1","Canada","Schools,Shopping","Schools,Shopping","Full(Finished)","Stone,Stucco",NA,"Fence","Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144",NA,NA,NA,NA,"729900","3","3",NA,NA,"1784",NA,"4161390","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"9","1","Canada","PublicTransit,Schools,Shopping","PublicTransit,Schools,Shopping","Full(Unfinished)","Stone,Stucco",NA,"Fence","Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",NA,NA,NA,NA,"690000","4","4",NA,NA,"1799",NA,"4161516","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"10","1","Canada","GolfCourse,Playground,PublicTransit,Schools,Shopping","GolfCourse,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Stone,Stucco",NA,"Fence",NA,"Deck","Forsale",NA,NA,"Centralairconditioning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",NA,NA,NA,NA,"637000","2","2",NA,NA,"1480",NA,"4161170","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other1car","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"Canada",NA,NA,NA,"Brick","Balcony,Elevator,Handicapaccess",NA,NA,NA,"Forsale",NA,NA,NA,"Security",NA,"View",NA,NA,NA,NA,NA,NA,NA,"Outdoorpool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147",NA,NA,NA,NA,"589000","5","2",NA,NA,"1433","1954","101293690","Bungalow","101293690","1954","2(Full:23/4:01/2:0Other:0)","Active",NA,"0","No",NA,NA,"Full",NA,"NotaCondo","WoodFrame","0",NA,"Linoleum,Hardwood,Carpet","Concrete","West","1","NaturalGas",NA,"0","Rectangular",NA,"DoubleGarageDetached","Detached","Detached","Calgary","AsphaltShingles",NA,"ZoneCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",NA,NA,NA,NA,"479900","5","4",NA,NA,"1915",NA,"4161053","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"10","1","Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Brick,Wood",NA,NA,"Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149",NA,NA,NA,NA,"479900","4","3",NA,NA,"2134",NA,"4161231","Other",NA,NA,"3(Full:33/4:01/2:0Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,"Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)",NA,NA,NA,"Landscaped","Deck","Forsale",NA,"$350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",NA,NA,NA,NA,"399900","4","3",NA,NA,"1127",NA,"4161392","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,"1,127",NA,"Partiallyfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"Canada","Playground,PublicTransit,Shopping","Playground,PublicTransit,Shopping","Full(Partiallyfinished)","Stone,Stucco",NA,"Fence","Landscaped,Undergroundsprinkler",NA,"Forsale",NA,NA,"Centralairconditioning","Alarmsystem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151",NA,NA,NA,NA,"369900","2","2",NA,NA,"1104",NA,"4161425","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"7","1","Canada","GolfCourse,Playground,PublicTransit,Shopping","GolfCourse,Playground,PublicTransit,Shopping",NA,"Stucco",NA,NA,NA,"Deck","Forsale",NA,NA,"Centralairconditioning","Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152",NA,NA,NA,NA,"359900","3","2",NA,NA,"803",NA,"4149440","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Detached2cars","1","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"Canada",NA,NA,"Full(Finished)","Vinylsiding",NA,"Fence",NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153",NA,NA,NA,NA,"339000","4382",NA,NA,NA,"1998",NA,"101293676","Other","101293676","1998",NA,"Active","None0cars","0","No",NA,NA,NA,NA,"NotaCondo",NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Calgary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154",NA,NA,NA,NA,"324000","3","1",NA,NA,"1042",NA,"4150558","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Detached2cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"6","1","Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping","Full(Unfinished)","Vinylsiding","Backlane",NA,NA,"Deck","Forsale",NA,NA,NA,"Alarmsystem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155",NA,NA,NA,"Springbank Hill, Calgary, AB T3H4K5","3e+05","2","2",NA,NA,"1167",NA,"4161088","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"Canada",NA,NA,NA,"Vinylsiding","Balcony",NA,"Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",NA,NA,NA,NA,"289900","2","2",NA,NA,"959",NA,"4161522","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other1car","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Canada","PublicTransit,Shopping","PublicTransit,Shopping",NA,"Brick,Vinylsiding",NA,NA,"Landscaped","Patio(s)","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157",NA,NA,NA,NA,"240000","1","1",NA,NA,"507",NA,"4161478","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping",NA,"Brick",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,"Cityview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158",NA,NA,NA,NA,"209000","2","2",NA,NA,"1272",NA,"4161232","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Underground0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping",NA,"Vinylsiding",NA,NA,"Landscaped","Patio(s)","Forsale",NA,NA,NA,"Security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3159",NA,NA,NA,NA,"179900","2","1",NA,NA,"835",NA,"4161339","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"Canada","Playground,PublicTransit,Schools","Playground,PublicTransit,Schools",NA,"Brick",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3160",NA,NA,NA,NA,"449800","4","4",NA,NA,"1576","2010","101293597","2Storey","101293597","2010","4(Full:33/4:01/2:1Other:0)","Active","None0cars","0","No","PanoramaHills",NA,NA,"FullyFinished","NotaCondo","WoodFrame","1","Vinyl",NA,"Concrete",NA,"0","NaturalGas","ForcedAir-1","1","Rectangular",NA,"RearDriveAccess","Detached","Detached","Calgary","AsphaltShingles",NA,"ZoneN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161",NA,NA,NA,NA,"309999","3","2",NA,NA,"950","1991","101293636",NA,"101293636","1991","2(Full:13/4:01/2:1Other:0)","Active",NA,NA,"No",NA,NA,"Full","FullyFinished","Conventional","WoodFrame","0",NA,NA,"Concrete","West","0","NaturalGas","ForcedAir-1","0","Rectangular",NA,NA,NA,NA,"Calgary","AsphaltShingles",NA,"ZoneCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162",NA,NA,NA,NA,"309999","3","2",NA,NA,"950","1991","101293636",NA,"101293636","1991","2(Full:13/4:01/2:1Other:0)","Active",NA,NA,"No",NA,NA,"Full","FullyFinished","Conventional","WoodFrame","0",NA,NA,"Concrete","West","0","NaturalGas","ForcedAir-1","0","Rectangular",NA,NA,NA,NA,"Calgary","AsphaltShingles",NA,"ZoneCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
