"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"1541","#103 2010 11 AV SW, Calgary, Alb","T3C0P1","GET STARTED HERE! This one bedroom inner city lower level unit could be your affordable start into the Calgary Real Estate Market! Situated close to the Sunalta C-train station and only minutes to downtown, S.A.I.T,  the University of Calgary and Mount Royal University. The shared laundry is conveniently located across the hallway, One parking stall at the rear of the building. Make your move now! (id:1937)","149900","458","1","1","18 February 2018","1977","Sunalta","Singlefamily","Southwest Calgary",NA,"l_53813799","https://mediavault.point2.com/p2h/listing/f697/6050/833a/4edf6967428a019d5bb6/wm_large.jpg"
"1542","#402 1113 37 ST SW, Calgary, Alb","T3C1S5","Welcome to 1113 37 St SW top floor condo unit just minutes away from downtown. This 2 bedroom home have been updated from kitchen, bathroom and flooring. The master bedroom feature his and her walk in closet, generous size second bedroom as well additional storage. The updated kitchen appliances including a double door fridge, oven, dishwasher, microwave hood cover and white kitchen cabinets. COVERED PARKING stall and located conveniently by the new LRT Station and across from Westbrook Mall. (id:1937)","189900","858","2","1","18 February 2018","1978","Rosscarrock","Singlefamily","Southwest Calgary",NA,"l_53813819","https://mediavault.point2.com/p2h/listing/1a31/1c53/f82c/9b6df11e40c27a260a57/wm_large.jpg"
"1543","292 KINCORA HT NW, Calgary, Alb","T3R1N6","292 Kincora Heights NW. Stunning Ravine Location! Beautiful 4 bdrm, fully finished walkout w/over 3500 sq ft of developed living space. Huge pie lot backing south to natural Ravine. Enjoy gorgeous vistas from all 3 lvls. Rich oak hardwood flrs thruout main. Spacious open kitchen highlighted by ample cabinetry, granite countertops, center island & S.S applics. Lrg open living rm shares a 2 sided gas FP w/formal dining rm. Convenient main flr den. Fantastic, bright bonus rm/loft area complete w/two built-in work stations. Master retreat offers more ravine views plus a spa sized ensuite boasting granite countertops, dual sinks, make up table, jetted soaker tub & sep tile/glass shower. Superb walkout lvl features in-flr heat, wet bar, Gas FP, 4th bdrm & full bath. Plenty of space for pool table or gym set up as well as TV/media area.  Spectacular landscaping. Oversize heated garg. Recent paint thruout. Outstanding upscale family home w/an unbeatable ravine view location. (id:1937)","689900","2508","4","4","18 February 2018","2005","Kincora","Singlefamily","Northwest Calgary",NA,"l_53814639","https://mediavault.point2.com/p2h/listing/774b/0406/cc1f/22fb2da7df5f55d9af27/wm_large.jpg"
"1544","2022 27 ST SW, Calgary, Alb","T3E2E7","Enjoy 3,349 sf of distinct luxury living on 3 finished levels. Unique transitional styled luxury home shows 10/10 with superb craftsmanship and elegant finishing. The classy full front wrap stone exterior sets the tone to the quiet and desirable inner city neighbourhood. Take advantage of the large, extra wide 42' lot with a 2-tiered deck and extra backyard play space. Impressive traditional finishing details: wainscotting with picture frame inlays, built-up window headers and sill plates, crown moulding, exotic hardwood floors on both living levels, custom built office bookshelves and hand carved detailed woodwork. Stunning chef's dream Kitchen has extensive custom built stained maple shaker cabinetry with exotic granite, tumbled marble backsplash, and high-end stainless appliances including a 5-burner gas stove. Spacious Master includes vaulted ceiling, huge walk-in closet, luxurious European styled 5-piece ensuite with furniture style vanity sinks, jetted soaker tub, skylight and a unique east-facing sitting/exercise room. The two large upstairs bedrooms that share a 4-piece bathroom with a jetted soaker tub. Fully finished basement has 4th bedroom, 4-piece ensuite bathroom (with double shower heads) and a large open Recreation Room - ideal for a multi-media and games space. Nicely landscaped with great curb appeal - a must see Killarney luxury home! (id:1937)","929000","2265","4","4","18 February 2018","2006","Killarney","Singlefamily","Southwest Calgary",NA,"l_53814649","https://mediavault.point2.com/p2h/listing/098d/54b3/d5ec/9c45f7cfc8d756b35283/wm_large.jpg"
"1545","#209 325 3 ST SE, Calgary, Alb","T2G5R1","Upgraded and beautiful 1 bedroom + den condominium home with ideal access to the city.  Riverfront Pointe is right on the Bow River and its unique pathway system.  This condo has been renovated extensively.  To set it apart, a stunning brick wall brings character and beauty to the living and kitchen areas.  The flooring has been changed the cabinets, counters, baseboard and casing has been upgraded.  The master bedroom is large, accommodating a king bed + additional furnishings.  The bathroom is both an ensuite to the master + a main bath.  The office adds space that could be purposed in many ways.  Additional features?  Excellent kitchen, insuite laundry, insuite storage and a large covered deck to take in downtown view and the south sun.  Titled underground parking + beautiful common areas and a gym. (id:1937)","305000","716","1","1","18 February 2018","2010","DowntownCalgary","Singlefamily","Southwest Calgary",NA,"l_53814659","https://mediavault.point2.com/p2h/listing/1fdb/2a52/3250/cd914126a0d8ddfd82a9/wm_large.jpg"
"1546","609 25 AV NE, Calgary, Alb","T2E1Y6","Located in Winston Heights ( inner city). This 4 level split is loaded with upgrades & features which include: tile, slate & carpet flooring, all triple pane windows ( except one) & exterior doors done in 2016, 6 security cameras included, new kitchen in 2016, vinyl fence in 2016, new furnace 2011, water tank in 2016, shingles in 2013, siding done on east & west side in 2013, new fridge & stove 2012, vaulted ceiling in kitchen, entertainment room in 2011, meticulous landscaping front & rear, over sized double detached garage, skylight, south facing yard with deck, upgraded upper bathroom with jetted tub, stone features walls, gas fireplace & so much more. The main floor features a spacious living room with gas fireplace, dining area & kitchen, the upper floor features a 4pc bath & 2 bedrooms. The 3rd level features a huge entertainment room & the 4th level offers a 2pc bath with space to expand it & room for future development. This home is a must see show pride of ownership. Close to schools, shopping, bus, green spaces & just a short drive to downtown. (id:1937)","585000","977","2","2","18 February 2018","1991","WinstonHeights-Mountview","Singlefamily","Northwest Calgary",NA,"l_53814669","https://mediavault.point2.com/p2h/listing/c9ca/9dca/d01e/d129b031844f6cb15ada/wm_large.jpg"
"1547","#102 6900 HUNTERVIEW DR NW, Calgary, Alb","T2K6K6","This lovely apartment condo is a bright, clean and comfortable home in a secure building. It features 2 bedroomsand 2 bathrooms, with a 3 piece ensuite off the master. Includes insuite laundry and storage, gas fireplace, anda south facing patio, with a storage locker with shelving attached. The unit includes a titled underground parkingstall with additional storage cage and in house car wash. This building is well situated on a bus route to downtown and close to Nose Hill Park. (id:1937)","264900","936","2","2","18 February 2018","1999","HuntingtonHills","Singlefamily","Northwest Calgary",NA,"l_53815548","https://mediavault.point2.com/p2h/listing/dd38/035d/1313/c6dc9cad97c0936c38e7/wm_large.jpg"
"1548","#403 701 3 AV SW, Calgary, Alb","T2P5R3","OPPORTUNITY AWAITS at the exclusive ""Churchill Estates"". Beautiful 2 bed/2.5 bath corner unit shows like new. Spacious, open concept plan w/full height windows provides an abundance of natural light. Well equipped kitchen will impress w/upgraded S/S appliances incl. 5 burner gas stove, quartz counters, large island + full height, soft closing maple cabinets w/plenty of storage. Living room w/gas fireplace, built-in wall unit & tech area + door leading out to a large patio. Master bedroom is the perfect retreat w/room for a king bed, spa like ensuite w/heated floors, soaker tub & walk-in steam shower....perfect for those winter nights. 2nd bedroom is well sized w/matching 3-oc ensuite. Quality of construction is evident w/numerous upgrades inc. A/C, custom blinds & closet organizers, Dalby 5.1 surround system w/IPad control, titled, double indoor parking plus storage locker. Prime location w/great access to the core, Prince Island & river pathways. Concierge at your service Mon-Fri. Will not disappoint! (id:1937)","719900","1332","2","3","18 February 2018","2007","DowntownCalgary","Singlefamily","Southwest Calgary",NA,"l_53815559","https://mediavault.point2.com/p2h/listing/9450/8e49/75e2/2996335e8f9711de9529/wm_large.jpg"
"1549","246 DOVERCLIFFE WY SE, Calgary, Alb","T2B1W8","Beautiful 3 bedroom home with recent updates top to bottom. Main floor features gleaming Parkay floors, lots of light in the living room, kitchen comes with new cabinets and stainless steel appliances.  Two bedrooms on main floor with a third one on the lower level next to huge family room.  Oversized and heated garage double detached garage with a 10.5ft high front door. (id:1937)","359900","981","3","2","21 February 2018","1972","Dover","Singlefamily","Northeast Calgary",NA,"l_53898480","https://mediavault.point2.com/p2h/listing/c972/a202/4cd0/93614281fc6d4ab4685e/wm_large.jpg"
"1550","49 RICHELIEU CO SW, Calgary, Alb","T3E7E9","Fabulous Two Storey with many updates! Fully developed with walk out Basement. You'll be impressed the moment you step inside! Separate front Entry with french doors leads to the large Great Room with attractive two sided fireplace - open to modernized Kitchen with beautiful cabinetry (special drawers & under cabinet lighting), oversize island with extended Breakfast Bar, pantry & quality stainless appliances.  Patio doors off Dining Area to covered deck (perfect for year round BBQ's). Open railed staircase to upper level featuring a huge Master Bedroom with large walk-in closet & 5 pce Ensuite - enjoy the private Balcony - you'll love the views! Two additional Bedrooms (1 currently used as Den can easily be converted back to Bedroom). The lower level is fully developed with a large Family Room, Storage Room, Den & 3 pce Bath. Walk-out to a private patio. Convenient location - minutes to amenities! Park your car and walk or hop on the bus! 10 minute ride to Downtown! This is an quiet Adult 40+ Complex. (id:1937)","417500","1648","3","4","21 February 2018","1992","LincolnPark","Singlefamily","Southwest Calgary",NA,"l_53935849","https://mediavault.point2.com/p2h/listing/ae08/88e5/c5d6/7ae2b241308bd954528b/wm_large.jpg"
"1551","3022 29 ST SW, Calgary, Alb","T3E2L1","Supreme location with over 2600Sqft of living space. fully developed 2-story home in the trendy community of Killarney. This 4 bed 3.5 bath is loaded with upgrades from exposed aggregate, stucco & stone, 9' ceilings with solid wood 8' doors & incredible lighting throughout. When you enter this home you will immediately notice that no detail was spared from the beautiful 2-way fireplace feature wall, hand scraped hardwood flooring and custom cabinets. The kitchen features high-end built in Stainless steel appliances & gorgeous floor to ceiling sliding doors leading to fully landscaped yard and private patio! Every bedroom is equipped with custom closet organizers and the master bedroom & en-suite is every homeowners dream with gorgeous fixtures and finishing's. The Fully developed lower level includes a 4th bedroom, bathroom a beautiful family room with a fabulous built in wall unit & a full wet bar! The garage is fully insulated & dry-walled garage complete with power! (id:1937)","759800","1799","4","4","21 February 2018","2012","Killarney","Singlefamily","Southwest Calgary",NA,"l_53936619","https://mediavault.point2.com/p2h/listing/8619/2a00/11c0/55262c01cc7cce542c21/wm_large.jpg"
"1552","#1404 1410 1 ST SE, Calgary, Alb","T2G5T7","Welcome to the 14th floor of SASSO, 1 BED + DEN!  Convenient Beltline location, walking distance to downtown, Stampede Grounds, Repsol Sports Centre & endless great Shopping, Dining & Entertainment.  Modern open concept floor plan with floor-to-ceiling windows, Central A/C, in-suite laundry, Den, New Carpet & updated paint colours.  The kitchen features granite counters, SS appliance pkg, espresso cabinets, breakfast bar & tiled back splash.  There is room for a high-top dining table.  Spacious living room with balcony.  The Master offers a large walk-through closet & cheater door to full bathroom with granite counter & tiled tub surround.  Secure bdlg with underground parking (P2 #102), storage locker (P2L #118), FOB system throughout building & elevators, security personnel.  Fantastic amenities: full gym with sauna & hot tub, party/games room with pool & poker tables,  theater & outdoor terrace.  This unit would make a great furnished rental or first time home.  Shows 10/10! (id:1937)","298000","690","1","1","21 February 2018","2006","Beltline","Singlefamily","Southwest Calgary",NA,"l_53937078","https://mediavault.point2.com/p2h/listing/c750/57f3/d2b7/cee39648f993a1f955be/wm_large.jpg"
"1553","#61 175 MANORA PL NE, Calgary, Alb","T2A5P7","Well maintained, bright townhouse with a FULLY FINISHED BASEMENT, Located in a quiet setting, but also right next to shopping, and public transit. As you enter the home you will be greeted by laminate floors flowing throughout the entire house, on all 3 levels. The spacious kitchen has STAINLESS STEEL APPLIANCES, and a bright South facing window for nature light. There are 2 large bedrooms upstairs and a four piece bathroom. The BASEMENT IS FULLY FINISHED, with laminate floors, a large family room, a laundry room, and another 4 piece bathroom. The SOUTH FACING BACK YARD has a massive deck, mature trees, is fully fenced, and backs onto a park. All of this for in such a great location makes this the best house to call your next home. (id:1937)","179000","957","2","2","21 February 2018","1977","Marlborough","Singlefamily","Northeast Calgary",NA,"l_53937090","https://mediavault.point2.com/p2h/listing/42ff/fabe/b30a/d2f580126483cc0d3b57/wm_large.jpg"
"1554","2608 18 ST SW, Calgary, Alb","T2T4T5","Great R-C2 lot in a quiet pocket in Bankview, surrounded by renovated & new build homes, minutes to Downtown, 17th Ave and Marda Loop. Updated in recent years this bungalow is perfect to rent & hold, renovate, build or move right in and enjoy! The roof, kitchen & electrical panel are all newer, windows and furnace were replaced in last 10 years approx. so no big ticket items to worry about. Main floor features hardwood floors throughout living areas, with spacious living/dining room, bright kitchen and 2 large bedrooms with built in closets. The basement has a partly finished storage/ entrance hall plus a great living room and bedroom with en suite, ideal for sharers or illegal suite with a wet bar/ kitchen area for added convenience. Seller will even throw in the new basement windows ready for you to fit. Huge yard with moveable storage shed and single garage add to this awesome home with amazing potential. Parks ,schools and transit are all nearby so don't wait, come see this home for yourself. (id:1937)","625000","905","3","2","21 February 2018","1950","Bankview","Singlefamily","Southwest Calgary",NA,"l_53937099","https://mediavault.point2.com/p2h/listing/1abe/60cc/69eb/40888dc7d757762d415d/wm_large.jpg"
"1555","323 RANCHRIDGE BA NW, Calgary, Alb","T3G1V5","Quiet cul-de-sac location on a large lot, walking distance to schools, convenience stores & major transit lines. Lots of natural light pours into the yards and house from the South and West exposure. Inside you'll discover loads of renovations including; newer Maple kitchen with new high end stainless steel appliances. Durable laminate and tile flooring. Newer baseboards and trim.  Newer bathrooms with modern fixtures & large glass shower in the ensuite bath. Two newer high efficient furnaces & hot water tank. New shingles in 2012. The basement adds 4th and 5th bedrooms/dens (windows are smaller than current egress codes allow), rec-room plus a games room. Roughed in bathroom. Enjoy the 10 person hot tub with privacy gazebo on the back deck. Large storage shed, raised garden bed & convenient R.V. parking. (id:1937)","489900","1703","4","3","21 February 2018","1980","Ranchlands","Singlefamily","Northwest Calgary",NA,"l_53937209","https://mediavault.point2.com/p2h/listing/7ae4/3cc1/7f11/6229432f335fc99d1597/wm_large.jpg"
"1556","537 RIVERBEND DR SE, Calgary, Alb","T2C3Y1","Excellent opportunity to own a home in the heart of Riverbend. The main floor of this 1700 square foot boasts a formal living room, flex room currently used as den (but could be dining room), 2 piece bath/laundry room, kitchen and family room with direct access to the large rear yard.  Upstairs you have the 3 bedrooms, main bath and ensuite off the large master bedroom with jetted tub and separate shower.  The basement is partially developed with a large rec room and 3 piece bath and basically needs carpet to be complete. This home is home is conveniently located near transit, Carburn Park and is close to all amenities that Riverbend and Quarry Park offer. (id:1937)","449900","1702","3","3","22 February 2018","1990","Riverbend","Singlefamily","Southeast Calgary",NA,"l_53939398","https://mediavault.point2.com/p2h/listing/235a/c3e0/aa8a/c8bd4b05ed9243af37d0/wm_large.jpg"
"1557","425 31 AV NW, Calgary, Alb","T2M2P5","Modern family home in charming Mount Pleasant. This lovely 4 bdrm, 3.5 bath home has a functional floor plan, fresh paint, and all new modern lighting fixtures. The gourmet kitchen boasts a generous island, sleek appliances, and walk-in pantry; it opens up to the living space which shows a beautiful gas fireplace and looks out onto the manicured, fenced backyard. The main floor also features a dining room - separated by french doors - and powder room. The upper floor feels spacious and welcoming, featuring a laundry room, 4pc bath and 3 good sized bdrms including a large master with a walk-in closet and luxurious 5pc ensuite separated by stunning barn doors. Downstairs you will find an oversized bdrm that has private access to the 4pc bath, as well as a large rec room - ideal for games and activities. This beautiful home sits in a great location, and is minutes from shopping, schools, playgrounds, public transit, and only steps from Confederation Park. (id:1937)","699900","1754","4","4","22 February 2018","2011","MountPleasant-QueensParkVillage","Singlefamily","Northwest Calgary",NA,"l_53939588","https://mediavault.point2.com/p2h/listing/fb70/1177/4d44/25965f521b9f0f248417/wm_large.jpg"
"1558","122 CRANRIDGE TC SE, Calgary, Alb","T3M0J1","Custom built bungalow on PRESTIGIOUS CRANSTON ESTATES RIDGE. VIEWS OF THE MOUNTAINS & RIVER VALLEY! Elegantly designed with spacious rooms, luxurious finishing, endless list of upgrades as these original owners spared nothing! Gourmet kitchen with beautiful Cherry cabinetry to the ceiling (10'), granite counters, high end stainless steel appliances including a 5 burner gas stove. Access to large patio with gas line. Huge home office with custom built floor to ceiling cabinetry. The Master is a tranquil retreat with its own fireplace, private balcony, lavish 5 pc ensuite & huge walk-in closet. Continue to enjoy the views even from the WALKOUT BASEMENT! Lg Rec-room w/ wet bar & cozy fireplace plus 3 large bedrooms, 2 with walk-in closets, full bath, large cold storage room & an amazing mechanical room!  Oversized triple garage (34'x24') is heated, has floor drains, cold water tap & custom ""Hayley"" storage cabinets. Beautifully landscaped yards with a private gate to access the walking paths to paradise! Numerous luxuries like: slab heat in the basement and garage. Air conditioning. Recirculating hot water pump for instant hot water at all the bathroom and kitchen taps. Solar panel. Secondary emergency electrical panel wired for a generator. Sprinkler system, electronic air cleaners, water softener, adjustable hue exterior lights, interior night time mood lighting, cathedral ceilings, built-in sound system throughout the entire home, custom Hunter Douglas blinds with heat reflection panels,Triple pane Argon gas windows, exotic Tiger Wood hardwood floors and more!! (id:1937)","1275000","1854","4","3","22 February 2018","2008","Cranston","Singlefamily","Southeast Calgary",NA,"l_53940359","https://mediavault.point2.com/p2h/listing/5aac/a94f/8532/57bbde398070e3160917/wm_large.jpg"
"1559","#1807 211 13 AV SE, Calgary, Alb","T2G1E1","A lifestyle of luxury and elegance - this executive 18th floor 2 bed, 2 bath condo offers 180-degree views of the beautiful river valley from the SE corner.  Over $30,000 in builder upgrades make this unit feel like a show suite.  The gourmet kitchen features maple cabinetry with under cabinet lighting, quartz countertops, full stainless steel appliance package with water/ice dispensing fridge and a mosaic glass backsplash.  Berber carpet with 7lb underlay, ceramic tile flooring as well as tub surround and a designer light package are just a few of many additional upgrades that went into this unit.  Furnishings can be included to make this a turn key executive rental / AirBNB.  1 underground parking stall and a storage locker are included with the sale.  NUERA amenities include a full-sized gym with change & steam rooms, concierge and advanced building security. (id:1937)","459000","915","2","2","6 March 2018","2010","Beltline","Singlefamily","Southwest Calgary",NA,"l_54435451",NA
"1560","7940 46 AV NW, Calgary, Alb","T3B1K3","Another Great project by Waves Custom Homes Ltd. Welcome to Exceptional 3+1 bedroom Home with over 2663 sq ft of living space will grace you with its presence as you walk into the front door. Builder truly provides a quality product that speaks itself. This open main floor plan presents 9'""ceilings & beautiful flooring showcasing a dining area, living room with gas fireplace & well equipped chef's contemporary style kitchen with gorgeous Island/Eating bar & stainless steel appliance package. Beautiful stair case lead to the second level with laundry room,3 bedrooms & study (Bonus) room. The Master bedroom retreat with Endless Views of Canada's Olympic Park, Walk in closet & Luxurious 5 piece ensuite with dual sinks, freestanding soaker tub & glass enclosed shower. Finished Basement Entertain with wet bar, family room, 1 bedroom & full bathroom. Start your morning with Park facing windows from Master bedroom & Enjoy your evening with Beautiful view of Canada's Olympic Park from living room windows. (id:1937)","629900","1886","4","4","25 February 2018","2018","Bowness","Singlefamily","Northwest Calgary",NA,"l_54089087",NA
"1561","2511 48 ST NW, Calgary, Alb","T3B1B8","Great Location, Views, Views, Views! One of the best lots in NW Calgary. Here's a great opportunity to build; 50 x 140 R-C1 huge lot with sunny West exposure. Walking distance to groceries, Market Mall, Shouldice pool, sports park and a 7-minute drive to either The Foothills or Children's Hospital. Sides onto park and backs onto 23 Ave. Older bungalow in need of lots of love, Mainly land value. Call lister for details. Lot is 142 feet on North side & 109 feet on the South. (id:1937)","520000",NA,"3","965","21 February 2018","1955","Montgomery","Singlefamily","Northwest Calgary",NA,"l_53935858","https://mediavault.point2.com/p2h/listing/ee4f/7476/6e8f/e0aae48f78d1566b3eeb/wm_large.jpg"
"1562","#505 1540 29 ST NW, Calgary, Alb","T2N4M1","LOCATION of this unit is SUPERB!  Right next too FOOTHILLS HOSPITAL, U of C MEDICAL SCHOOL, and the NEW Calgary Cancer Center currently under construction!  This 2 Bedroom, 1 Bath Condo is ideal to use it for yourself - saving parking/commuting fees if you work at the hospital (5 min walk!) or as an investment for renting to U of C Medical Students or Sait or really anyone!  This unit has assigned Covered parking and it has its very own FULLY FENCED BACK YARD backing onto a GREEN SPACE!  Perfect if you have a furry companion (pets allowed upon board approval).  This unit recently been upgraded with HARDWOOD Floors throughout the living areas and bedrooms, and Tile in the kitchen, bathroom, and entryway.  Full Size In-Suite Laundry too!  The Bedrooms are a fantastic size with the master having a Walk in Closet!  The Kitchen has an abundance of cabinets and counter tops!  Plenty of In suite storage. A unit w/ fenced South back yard, covered parking and in this location is a Gem and a great opportunity! (id:1937)","270000","913","2","1","28 February 2018","1978","St.AndrewsHeights","Singlefamily","St. Andrews Heights",NA,"l_54183896",NA
"1563","13 Red Sky LN NE, Calgary, Alb","T3N0X7","Welcome to  brand new 1975 sq.ft detached home built by Shane home in 2018,comes with many upgrades  in wonderful community of Redstone.On main floor, you are greeted into lovely foyer, 9 ' ceiling and gleaming laminate/tile flooring , upgraded lights and lots of windows throughout home. Open concept living room with a thoughtfully planned gourmet chef's kitchen along with nice dining area, stainless steel appliances, built in microwave, granite counter tops and spacious island. Main floor comes with massive BEDROOM with closet and FULL BATH is sure  impressive!Â On second floor, you will find a lovely BONUSÂ ROOM, and upper floor laundry. Upstair is impressed with deluxe master bedroom with full bath/large closet. Two more addition spacious bedrooms with closets and a full bath. Untouched basement with 9 ' ceiling ,separate entrance, rough in for washroom/laundry/wetbar. (id:1937)","459900","1975","4","3","27 February 2018","2018","Redstone","Singlefamily","Northeast Calgary",NA,"l_54129980",NA
"1564","118 18 AV SW, Calgary, Alb","T2S0B9","Love Mission!! 1 bedroom ground floor unit with private entrance in the heart of Mission! this fantastic air conditioned fully upgraded unit is ready for a quick possession and priced to move! Enjoy being located in one of the best communities in Calgary with access to everything you love! 1 Titled underground parking stall is also included in this trendy brand new development by Avi Urban! (id:1937)","319900","539","1","1","28 February 2018","2017","Mission","Singlefamily","Southwest Calgary",NA,"l_54183897",NA
"1565","165 COVENTRY HILLS DR NE, Calgary, Alb","T3K6H4","Beautiful 2 storey built by Jayman, over 2050 square feet shows like a new home. NEW PAINT, NEW HARDWOOD FLOOR. 9 foot ceiling on main level, hardwood floor through out on the main floor and upper level. Maple kitchen cabinet with granite countertop island and raised eating bar, spacious eating nook, huge Great Room with corner fireplace, Bonus Room upstairs with bay window, built-in bookshelves in hallway. 3 bedrooms up, Master bedroom with deluxe Ensuite bathroom, soaker tub and separate shower, walk-in closet. Fenced South backyard with big deck and NEW SOD, Energy saving technology include high efficiency furnace, direct vent water heater, thermal insulation, improved air quality and comfort, save much on your utility bills. Great location, walking distance to all amenities, such as Cardel Place, Super store, Theatre and all kinds of stores. Make it your new home today! call for a private viewing today. welcome to your new home! (id:1937)","515000","2061","4","3","27 February 2018","2005",NA,"Singlefamily",NA,NA,"l_54129693",NA
"1566","#103 1808 18 ST SW, Calgary, Alb","T2T4T1","BEST PRICED 2 BEDROOM + DEN CONDO IN BANKVIEW!  Why rent when you can buy? This beautiful 2 bedroom condo with amazing downtown views is your next perfect home or investment opportunity.  This home features a massive master bedroom with views of downtown, a large second bedroom, den and huge entertaining/living area with EXTRA LARGE PATIO. Just steps to 17th Ave, public transit and everything else that living this close to downtown has to offer. Pets ok with board approval. Book your showing today as this unit will not last! (id:1937)","159900","745","2","1","3 March 2018","1979","Bankview","Singlefamily","Southwest Calgary",NA,"l_54333514",NA
"1567","#115 1190 RANCHVIEW RD NW, Calgary, Alb","T3G1Y2","Wonderful two bedroom townhome with an attached single car garage and a fenced yard; great for those who have small pets or children. This home has been tastefully upgraded over the years with hardwood and tile flooring, newer kitchen with stainless steel appliances, and a upper floor den/office can be easily converted back into a third bedroom if one chooses. Complex is well managed and most capital cost repairs and works has already been taken place including new asphalt shingles, vinyl sidings and new windows. Basement is unfinished and provides you with plenty of extra storage. Complex is well situated in a great location close to all amenities schools, shopping, and LRT. Be the first to view call for your private viewing today (id:1937)","309900","1217","2","2","6 February 2018","1980","Ranchlands","Singlefamily","Northwest Calgary",NA,"l_53322087","https://mediavault.point2.com/p2h/listing/f531/3424/568a/8b97595d129d780d31f0/wm_large.jpg"
"1568","#301 2300 EVANSTON SQ NW, Calgary, Alb","T3P0G8","Some serious wow factor on this immaculate 2 Bedroom/2 Bathroom corner unit in Evanston Square !  Upgrades galore including beautiful wide plank hardwood floors, 9 ft ceilings, granite countertops, stainless appliances, designer colours and more.  Large kitchen with tons of counter and cabinet space opens to the spacious dining and living room perfect for entertaining or for quiet relaxation. Retreat to your generous master bedroom that can fit a king size bed and enjoy the walk-though closet with custom built-ins and full ensuite with shower. Second bed and full bath for all the extra space you need. Patio doors open to a generous 11x7 ft balcony with gas-line for summer BBQs. Large storage and in-suite laundry room for your convenience. Extra Bonus: sprinklered building, underground titled parking and additional indoor storage locker ! Only minutes to walk to Evanston Town Centre or short drive to Creekside Shopping. (id:1937)","259900","904","2","2","6 February 2018","2014","Evanston","Singlefamily","Northwest Calgary",NA,"l_53322239","https://mediavault.point2.com/p2h/listing/b47a/ac95/eab9/7315341bb7a1dbcb75fd/wm_large.jpg"
"1569","228 SAGE BLUFF DR NW, Calgary, Alb","T3R0Y9","Beautiful 3 bedroom, 2.5 bathroom, split-level home perfect for families and entertaining. This home features a large kitchen with oversized island, full height cabinets, quartz countertops, stainless steel appliances and walk in pantry. The bonus room features vaulted ceilings and a West facing front porch to enjoy the sun late into the evening. All three bedrooms are on the third floor, with a main bath, and a large master closet and ensuite. The laundry room is upstairs with ample room for storage. This home, with its open concept and large windows, makes for a very bright inviting space. Some of the upgrades in this home include; stained maple railings throughout, gas fireplace, vaulted ceiling bonus room, and quartz countertops in bathrooms. Legal fees and New Home Warranty included with purchase of this brand new home. (id:1937)","548999","2142","3","3","6 February 2018","2017","SageHill","Singlefamily","Northwest Calgary",NA,"l_53323062","https://mediavault.point2.com/p2h/listing/a2eb/4357/7ca0/4e528c7982010fa5169b/wm_large.jpg"
"1570","#1212 250 SAGE VALLEY RD NW, Calgary, Alb","t3g5t2","Beautiful condo in the desirable community of Sage Hill..End unit..single attached garage..As you step into your new condo there are stairs that lead you past a half bath into your main living area..the kitchen greets you with granite counter tops, a island with granite counter top and drawers, all black appliances and ample cupboard space, the kitchen flows into the dining room and living room... new upgraded laminate floors through out the main living space..living room is flooded with natural light and steps out to your roomy balcony..upstairs you have your master bedroom with a spacious walk in closet, another bedroom and a spacious 4 pce bathroom..close to farmers market, shopping and so much more.. to show this place is to sell it (id:1937)","299999","932","2","2","6 February 2018","2013","SageHill","Singlefamily","Northwest Calgary",NA,"l_53323080","https://mediavault.point2.com/p2h/listing/692e/7420/eddd/e4e77bf3429819511701/wm_large.jpg"
"1571","155 & 157 HOLLAND ST NW, Calgary, Alb","t2k2e8","Take advantage of a long time owners rental unit and turn it into a masterpiece! This full SxS duplex has great bones and is ready for a face lift. Gorgeous hard floors and open beam ceilings accentuate the wonderful craftsmanship of the 60's era! There is a solid brick demising wall between the units highlighting the potential in this solid building. Total of 6 bedrooms, measurements and room sizes are for one unit, both units have a sunny south east balconies off the living room, wood burning fireplaces, two good sized bedrooms up, both sides are partially developed lower levels and each side have single attached garages. This a great investment property or live on one side and rent out the other. The current long term tenant in #155 are paying $950 month plus utilities (must have 24 hrs to view this unit) and #157 is vacant ready for a quick possession. Very quiet tree line street. Hurry on this one, wont last! (id:1937)","634900","2009","3","2","6 February 2018","1965","Highwood","Singlefamily","Northwest Calgary",NA,"l_53323078","https://mediavault.point2.com/p2h/listing/f5e3/6b6e/1979/7efaeac352105fd30e7c/wm_large.jpg"
