"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"310","7 SIGNAL HILL TC SW, Calgary, Alb","T3H3K9","In the heart of the Westhills is this grand 2000 sq ft 2+1 bedroom hillside bungalow the builder built as his own residence. If you're looking for a prestigious beyond-cookie-cutter home highlighted by features like central air conditioning, 9 ft high ceiling on both floors, magnanimous railing, dark on-site-finished hardwood, wrap-around deck with a view, etc., then you must have a look at this beautiful home. Beyond the usual upgraded kitchen -- with stove mounted in the granite, built-in wall oven, stainless steel fridge - the large living/entertainment area, main floor laundry, the usual luxurious ensuite off the master, the fully finished basement is the BOLD AND VAST garden to behold. On a quiet street but near all services like schools, public transportation, parks, and shopping you must have a look in person to appreciate the full patina of gentle living at 7 Signal Hill Terrace SW. Nice home in perfect condition. (id:1937)","999700","1918","3","3","27 January 2018","2000","SignalHill","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52947630","https://mediavault.point2.com/p2h/listing/1d8c/9b5a/5dd4/205070114e5fdc05d6ee/wm_large.jpg"
"311","#380 2211 19 ST NE, Calgary, Alb","T2E4Y5","Open house Jan 27 and 28 (2 PM -4 PM) . Handyman Special (Property needs TLC). Great value for First Time Buyer or a investor opportunity. Two storey, three bedroom home in Vista Heights. Bright and open floor plan, spacious living room with large window and view of green space. Kitchen has plenty of cabinets for storage, a dining area and access to the patio. Upper floor has 3 good size bedrooms with a 4 pc bath. The over 500 sq feet basement has an office/hobby room, just waiting for your final touches. Quiet placement in this Complex! Unit backs onto large park within the Complex. This unit fronts onto very quiet Vermillion Street, so you automatically have extra parking for your company or that second car of yours! Right across from the school and huge field and playground. Fantastic Bus Service. Unit parking stall steps from the unit. Terrific Transit access surrounds the complex. Complex has been updated with newer windows, doors, roof. Don't miss it... Call for private viewing (id:1937)","174900","1021","4","1","27 January 2018","1962","VistaHeights","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_52947627","https://mediavault.point2.com/p2h/listing/02c3/ac8f/1665/1dc721bd9ede83de65d7/wm_large.jpg"
"312","#5 1530 26 AV SW, Calgary, Alb","T2T1C5","This is a beautiful private building with just 8 units .  Condo conversion was done in 2005 with amazing quality finishing from concrete counter tops to concrete feature walls. Its a solid unit! Located minutes to the downtown core in the desirable area of Bankview.  The unit is an open concept with south exposure for bright natural light and a very large front balcony(19""10x4""11) . This modern unit features maple kitchen cabinets, stainless steel appliances, 2 bedrooms and a 4 pc bathroom and in suite laundry(brand new washer and dryer).  Shows beautifully.  Don't look any further.  Call for showing today! (id:1937)","299900","818","2","1","27 January 2018","1970","Bankview","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52947636","https://mediavault.point2.com/p2h/listing/c897/5c12/6f2c/88aad5ed28439acb2a8c/wm_large.jpg"
"313","401 18 ST NW, Calgary, Alb","T2N2G6","50X100ft LOT WONDERFUL SINGLE DETACHED HOME IN WEST HILLHURST. 5 TOTAL BEDROOMS AND 3 BATHROOMS LOCATED ON A CORNER CUL DE SAC. STAINLESS STEEL APPLIANCES. FULLY DEVELOPED WALK OUT BASEMENT WITH FIREPLACE AND SOAKER TUB. WHETHER YOU ARE DEVELOPING OR RENTING THIS IS A MUST SEE PROPERTY. MAKE YOUR APPOINTMENT TODAY!! THIS AREA DOES NOT HAVE LISTINGS OFTEN. (id:1937)","674900","1657","4","3","27 January 2018","1947","Hillhurst","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52947637","https://mediavault.point2.com/p2h/listing/db8d/d4b5/f8b3/2df2d453eb64a12968e5/wm_large.jpg"
"314","#401 250 SAGE VALLEY RD NW, Calgary, Alb","T3R0R6","TWO PARKING STALLS! Amazing value and a gorgeous kitchen can be found in this 3 bedroom, 2 bathroom, fully finished townhouse with TWO parking stalls! Close to 1,500 square feet of developed living space and a great, corner end unit location! Amazing upgrades throughout including laminate flooring, stainless steel appliances, tile backsplash, beautiful cabinets, quartz counters, tankless hot water on demand, quartz counter bathrooms and much more. The layout is great and has lots of storage and in-suite front load laundry. Sage Hill is an amazing community close to great shopping and amenities at Creekside and Beacon Hill. Pride of ownership in every room, come and take a look today! (id:1937)","269900","773","3","2","27 January 2018","2014","SageHill","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52947653","https://mediavault.point2.com/p2h/listing/3271/e681/d672/bfe106c9f3f3489f28b3/wm_large.jpg"
"315","12 MARTIN CROSSING MR NE, Calgary, Alb","T3J3R6","BEAUTIFUL AND WELL MAINTAINED FULLY DEVELOPED 4 LEVEL SPLIT HOME IN GREAT LOCATION OF MARTINDALE NE, LOTS OF UPGRADED FEATURES LIKE HIGH CEILINGS ON MAIN FLOOR, 3 FULL BATHS, HARDWOOD FLOORING, ROUGHED IN FOR SOUND SARROUND SYSTEM IN SPACIOUS FAMILY ROOM ON THIRD LEVEL, TWO HOT WATER TANKS, LARGE WINDOWS, MASTER BEDROOM WITH SPACIOUS ENSUITE THAT INCLUDES JETTED TUB AND A SEPERATE SHOWER, TOTAL OF 3 GOOD SIZE BEDROOMS PLUS A DEN, GREAT LOCATION WHICH IS WALK AWAY DISTANCE FROM MARTIN CROSSING SCHOOL , LRT, SHOPPING , TRANSIT AND OTHER AMENITIES !  VACANT FOR IMMEDIATE POSSESSION ! (id:1937)","364900","1093","3","3","27 January 2018","1996","Martindale","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_52947647","https://mediavault.point2.com/p2h/listing/4013/c847/4add/08d7056b1680012330a8/wm_large.jpg"
"316","40 PANORAMA HILLS HE NW, Calgary, Alb","T3K5N5","Wow! Unique Raised Bungalow With Walkout Basement Nestled Into Greenspace In Panorama Hills!Enjoy Spacious Bungalow Living On One Convenient Level With Bright Windows & Expansive Views Of Adjoining Natural Area! 2 Bedrooms Up With Spacious Master Suite Including Ensuite And Walk-In Closet. Vaulted Ceilings Throughout! Large Eat In Kitchen With Dining Bar. Bright Front Living Room With 3 Sided Fireplace Next To Formal Dining Room. Cozy Back Living Area With Gas Fireplace And Patio Doors To Extensive Private Deck. Grand Staircase To The Walkout Level With 2 More Bedrooms, A Walkout To The Backyard, Separate Living Room, Den, Full Bath +More Space To Use As You Need With a Private Entrance.Big Double Attached Garage And Perfect Location At The End Of A Quiet Cul-De-Sac. Nearby Schools Of Every Level With Both Public And Separate Schools In The Community. Easy Commuting Access To Country Hills & Stony Tr. Many Amenities & Services With Superstore, T&T Groceries And Shops Nearby. (id:1937)","475000","1667","4","3","27 January 2018","2002","PanoramaHills","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52947783","https://mediavault.point2.com/p2h/listing/e90c/53d4/2823/65ed580635a510239359/wm_large.jpg"
"317","33 Tuscany Springs GD NW, Calgary, Alb","T3L2R3","Nice location for a couple or young family. Located less than a 2 minute walk to the TUSCANY C-TRAIN. Very well taken care of this unit is CLEAN! Nice open main level with dining area between the kitchen and living room. The kitchen features wood cabinets, lots of counter space. On the upper level you will find Three good sized bedrooms and a bath-shower in the bathroom. Lots of windows and light throughout the upper floor. On the lower level there is a Laundry room with some space for storage. Oversized single car garage, great for parking of motor bike and car or tons of space for storage and a vehicle. Really CHEAP CONDO FEES at $225/month (id:1937)","315000","1059","3","2","27 January 2018","2001","Tuscany","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52947657","https://mediavault.point2.com/p2h/listing/f405/3752/8237/9a39cfc3f465a289ce05/wm_large.jpg"
"318","#114 10 SIERRA MORENA ME SW, Calgary, Alb","T3H3K5","Welcome to the Pavillions! Perfect condo for the single individual, roommates or young family, located in the coveted west end and located within a stones throw of all amenities and transportation. Nicely updated unit located on the west side of the building offering ample natural light accompanied by ultimate privacy. Hardwood flowing through the main living space, with a spacious kitchen offering a breakfast bar and stainless steel appliances. This home also offers two well sized bedroom bedrooms one with a master ensuite and both offering ample closet space. Bonus in suite laundry with tons of storage space and a huge balcony looking out onto private green space finishes off this beautiful condo. One underground titled parking stall and a large & secure storage unit included off the patio are included. Perfect location for commute into downtown or out to the mountains and a pet friendly building upon board approval. (id:1937)","234900","791","2","2","28 January 2018","1997","SignalHill","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52990793","https://mediavault.point2.com/p2h/listing/c368/bc1b/7526/1ccdafe917e90689df94/wm_large.jpg"
"319","160 RANCH ESTATES RD NW, Calgary, Alb","T3G2B8","WOW! GORGEOUS 1839 sq/ft BUNGALOW W/ATTACHED TRIPLE CAR GARAGE. Welcome home to this one of a kind meticulously cared for CORNER lot w/4 beds on the main floor & over 3400 total sq/ft. The main floor has a functional bright layout highlighted by huge vaulted ceilings in the family room & gleaming HW flooring. The kitchen features new SS appliances, GRANITE countertops & oak cabinets offering loads of counter & storage space. The spacious master bed has a large walk-in closet adjoining to the 3 piece ensuite. The house just keeps going w/3 other main floor bdrms; Bkfst nook, formal dining, family room, living room w/gas fireplace, laundry room, & 4-piece bath finish this level. Head downstairs to find the perfect get away w/wet bar & huge entertainment/rec room. There is another room currently used as a spare bedroom, 3 piece bath, & a massive utility room. The South facing backyard is professionally landscaped & features a brand new composite deck w/nat gas for BBQ...click additional remarks for more... & a stone patio perfect for outside entertaining. Renos include new hardwood floors, ('11), HWT ('13), High Efficiency Furnace ('13), new oak cased vinyl windows & exterior doors ('16), & more. Conveniently located & close to all amenities, shopping, schools & more. Call today for your private viewing. (id:1937)","615000","1839","4","3","28 January 2018","1988","Ranchlands","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_52990797","https://mediavault.point2.com/p2h/listing/2404/4b02/019a/187218cc1ff586b4b75b/wm_large.jpg"
"320","384 BRAE GLEN CR SW, Calgary, Alb","T2W1B6","Rare opportunity, to own this spacious end unit, with double attached garage with fenced back yard, next to a well landscaped common area. A total of 1960 sq ft of developed, space. One of only 8, in the complex. Main entry level has ample closet space, with a storage room. The main level is spacious, with large windows (recently upgraded) & flooded with natural light. Kitchen cabinetry has recently been upgraded, ample storage, built in feature cabinet, with a great view of the fenced back yard & walk way. Master bedroom ensuite & Main bath, have just been remodeled.  Four bedrooms on the upper floor. This unit has an abundance of closet & storage. Good sized double garage with built ins & a water tap. Other than adding your touch's with cosmetics, this unit is move in  ready. New roof to be installed this year. Fantastic location, walk to shopping center, Southland leisure center,schools (Public & separate). Heritage park & Glenmore park a short drive away. Quick commute to downtown. (id:1937)","329900","1509","4","3","28 January 2018","1972","Braeside","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52990804","https://mediavault.point2.com/p2h/listing/3fe9/e564/3b3a/ddc58b65acfdbfc27c3b/wm_large.jpg"
"321","3523 7 AV SW, Calgary, Alb","T3C0C9","Fantastic opportunity in the sought after community of Spruce Cliff. The home is perfectly located on a quiet street with a South facing yard, sitting on a large lot. Just blocks away from Shaganappi Golf Course, Wildflower Arts Center, Douglas Fir Trail, Edworthy Park - tons of recreational options in this exciting inner city community! The list is long of amenities all just minutes away. Access to downtown, the LRT station and city transit at your fingertips. Don't forget quick access out to the mountains for a weekend! Call today to view. (id:1937)","589900","1038","3","1","28 January 2018","1953","SpruceCliff","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_52990800","https://mediavault.point2.com/p2h/listing/006e/9652/4452/d398a747538968032087/wm_large.jpg"
"322","190 PANAMOUNT RI NW, Calgary, Alb","T3K6B7","**Move in now**Best value under $500,000**Quick possession**Big family home - four bedrooms upstairs**Park location and backs onto green space**Quiet street**2162 SF**2 minute walk to 420 & 421 Bus stop** Featuring a classic main floor great room lay-out - lots of room to entertain. The Kitchen features a central island with a raised eating bar and sink, corner pantry, Big breakfast nook with west window looking at the green space views, upgraded appliances - high CFM hood fan, extended cabinets & trims. The family room has a corner gas fireplace with wood mantle and tile. Main floor living room, laundry room and 1/2 bath. Upstairs you'll find four good sized bedrooms plus BONUS RM. The master bedroom offers a large w/i closet with storage organizers and full en suite. Great curb appeal with the exterior arch. detail trim accents, brick trim, covered entry and big bright windows! The west back yard has a 28 x 9 deck, lower 9x9 patio and fully fenced / grassed. Must see home & is ready to move in! (id:1937)","498800","2162","4","3","29 January 2018","2004","PanoramaHills","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53010404","https://mediavault.point2.com/p2h/listing/0c7d/0693/de6c/37229696aff9392b2c9f/wm_large.jpg"
"323","109 BEDFORD MR NE, Calgary, Alb","T3K4B8","Exceptional value. END UNIT in the much desired Beddington Gardens complex. Located on the perimeter of the development, not backing onto any other units, this home offers privacy and the feel of a single family home. Close to all amenities including shopping, schools and public transportation. Many recent updates, some of which include laminate flooring, sleek tile backsplash in kitchen and fresh paint throughout. Open main floor plan boasts loads of natural light. Spacious living area. Upgraded kitchen has a plethora of cabinets and counter space. Upstairs there are three bedrooms, including an enormous master which is equipped with his/her closets and a full ensuite bath. Basement is fully finished with a recreation room that spans the length of the basement, ideal spot for all those family movie nights. The private yard is fully landscaped and fenced, definitely a rare find in most townhome developments. Priced to move this property will not last long. Call today to book your private viewing. (id:1937)","279900","1265","3","3","30 January 2018","1991","BeddingtonHeights","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53027808","https://mediavault.point2.com/p2h/listing/3162/623d/8c3f/b5847544a1bb6d47dbdc/wm_large.jpg"
"324","11 CORNWALLIS DR NW, Calgary, Alb","T2K1T5","Enjoy stunning valley & downtown views from this hilltop property! 50x110 ft lot sides & fronts green space! This fully renovated bungalow offers 1782 sq ft of main floor living. Spacious living & dining rms feat. soaring 10 ft ceilings w/ lg. windows to take in massive views & soak the main floor in natural light. Gleaming hardwood floors throughout.  Gourmet kitchen opens to cozy family rm & offers SS appl., granite counters & an abundance of natural light,. Lovely South facing sun rm allows you to enjoy everything this lot has to offer, incl. ample views & prof. landscaping. Master w/ 3 pc en suite, walk-in closet & access to back deck. A den, 2nd bed & full bath complete the main. Fully dev. W/O lower incl. a full 1/2 bed suite & heated double att. garage. Beautifully landscaped yard feat. professional stone work, gazebo & fire pit. Perfect property for new build & existing home is beautifully done, endless options & great holding property. Minutes to the Winter Club, Kensington, SAIT, UofC, & FHH! (id:1937)","825000","1783","4","3","30 January 2018","1958","CambrianHeights","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53027813","https://mediavault.point2.com/p2h/listing/eda1/5a2c/b075/607d21309ae4db28fdc9/wm_large.jpg"
"325","123 RIVERWOOD CI SE, Calgary, Alb","T2C4A9","Great opportunity to own in the family oriented community of Riverbend with great access to community schools and all the shops and services in Quarry Park.  This fully finished home offers 3 bedrooms up with a full master ensuite featuring an oversized tile and glass shower.  There are 2 other good sized bedrooms and a full main bathroom.  The main floor has a front flex room/dining room with an open concept through the kitchen - with upgraded granite counters, eating area, and living room with a wood burning fireplace.  There is also main floor laundry. The lower level is finished with a large family room offering a dry bar including a fridge and gas fireplace.  There is a full bathroom with a shower as well.  Extras include: hot tub, central A/C, low maintenance deck and great location on a quiet circle! (id:1937)","439900","1496","3","4","30 January 2018","1991","Riverbend","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53027860","https://mediavault.point2.com/p2h/listing/51fb/8996/0dfe/be019049fa920493296e/wm_large.jpg"
"326","#215 428 CHAPARRAL RAVINE VW SE, Calgary, Alb","T2X0N2","Enjoy life in Lake Chaparral Ravine Pointe in this superbly located pristine 2 bedroom 2 full bath condo. All major utilities are included in the condo fees. A stunning second floor unit with an east facing view offers a U-shaped kitchen with pantry and white cabinetry. This bright freshly painted unit boasts an open style kitchen with new ceramic tiled backsplash, in-suite laundry room with ample storage. A spacious functional floor plan has 2 large bedrooms situated at opposite ends of the unit. The master is joined by a walk-through closet to a 3 piece in-suite. This well managed quiet building caters to a lifestyle where you can benefit from an on-site exercise gym and a social room with weekly activities. Nearby are scenic pathways and a golf course. Residents also have full access to the amenities of Lake Chaparral which include swimming, fishing and boating. Move in now and relax in the comfort of home in this +45 adult only building! (id:1937)","214900","764","2","2","30 January 2018","2008","Chapparal","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53028304","https://mediavault.point2.com/p2h/listing/2cca/b28f/06ba/b53d895b4bfc919123f0/wm_large.jpg"
"327","107 Sierra Morena CI SW, Calgary, Alb","T3H2X1","Lovely West End 4 Bedroom Family Home located in the community of Sienna Hills. This home offers updated features including two bedrooms with mountain views, en-suite bath with jetted tub and a separate shower that has new ceramic tile throughout. New carpet on upper level. Newly stained hardwood on main level, open kitchen/family room with fireplace, 2 piece bathroom, large dining room and office/den. Developed basement with large rec room/bedroom and full bath. Double attached garage and large 2 level deck in the back. Lots of trees for privacy. Quiet residential street. (id:1937)","575000","1850","4","4","30 January 2018","1990","SignalHill","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53028647","https://mediavault.point2.com/p2h/listing/3780/af04/2f13/a78df6fdca93209ecdb9/wm_large.jpg"
"328","3316 34 AV SW, Calgary, Alb","T3E0Z4","Welcome to your dream home, located in the desirable SW community of Rutland Park. An oversized, 52'x120' lot boasts a fully dev. & reno'd 2113 sqft bungalow that is turn-key ready for it's next owners. Steps away from lively Marda Loop & Mt. Royal University, you have inner city life style w/ a great community feel. The exterior appeal w/ new hardy board siding, stone detailing, fibre-glass front door, new matching dbl detached garage, new fencing, new landscaping & a stamped concrete outdoor space, will have you excited to explore inside. The bright open layout boasts wide plank oak HW floors thru out that seamlessly connect each room. The great rm, is large w/ a wood-feature wall adding warmth. The updated kitchen w/ custom cabinets incld. a pantry, SS appl. & quartz counters will convince you to host dinner parties. All 3 bdrms are serene in colour for relaxation & well sized. Not to mention, both bathrooms are perfectly renovated along w/ an open concept basement. Call today for your private viewing. (id:1937)","808000","1125","3","2","30 January 2018","1953","RutlandPark","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53028523","https://mediavault.point2.com/p2h/listing/a7cf/4694/1b41/61f08b4f2ee0b383ea97/wm_large.jpg"
"329","176 Mt Aberdeen MR SE, Calgary, Alb","T2Z3N8","]LOCATION, LOCATION, LOCATION!! Three bedroom townhouse in a well maintained bare land condo complex. Quiet, family friendly neighbourhood! Pets welcome with Board approval. Commuting? Access the Deerfoot in less than 1 minute, Stoney Trail within 10 minutes, and several Public Transit stops. School age children? 10 minute walking distance to two schools (middle school grades 5-9 and elementary school grades K-4 CBE public school board); 20 minute walk to the K-9 Catholic School; Seton High School opening Fall 2018. 20 minute walk to a major shopping, dining and services centre on 130 Ave. Minutes away from miles of cycling/walking paths and Fish Creek Park. South Health Campus within a 10 minute drive. Perfect for the busy homeowner! No outside maintenance required, with full landscaping, snow removal and recycling service including organic. Low condo fees! The complex has a large, healthy reserve fund. (id:1937)","287000","1200","3","2","30 January 2018","1998","McKenzie","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53028667","https://mediavault.point2.com/p2h/listing/2c87/48ea/9220/324e8517083a95fe5fc4/wm_large.jpg"
"330","3315 DOVERTHORN RD SE, Calgary, Alb","T2B2H1","Check out this Dover home with oversized double garage!! This 4-level split has 3 bedrooms on the top level, including a master with ensuite. The second level has kitchen, dining and living rooms and the third has a spacious family room. The fourth level is unfinished with the laundry facilities and lots of storage. The living room boasts a bay window and the kitchen has a newer gas stove. The back yard it fenced and there is a secluded deck off the master bedrooms. This great home is steps from parks and school and convenient to both retail and industrial areas. Dover is an up and coming neighbourhood with fantastic transportation links and good access to the downtown core. (id:1937)","369000","1086","3","2","30 January 2018","1974","Dover","Singlefamily","Northeast Calgary","9.20m x 33.00m","l_53028524","https://mediavault.point2.com/p2h/listing/ce2f/d861/3bd6/2bb7f099fa6ede4638e9/wm_large.jpg"
"331","4808 VOYAGEUR DR NW, Calgary, Alb","T3A0P6","Spacious upgraded 4 level split on a large flat lot. As you enter the main level you are greeted by an open foyer, den, 2pc bath, laundry room and 4th bedroom. The 2nd level boasts open bright floor plan, kitchen with breakfast nook, living room and separate dining room. The upper level features 3 more bedrooms, and a 4 pc bath.  Many upgrades over the last few years, including all window and doors, upgraded insulation in the attic, furnace & hot water tank replaced 3 years ago, all interior doors and trim, original hardwood floors in upper bedrooms refinished. (id:1937)","544900","1612","4","2","31 January 2018","1965","Varsity","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53064996","https://mediavault.point2.com/p2h/listing/4bb5/5244/5ccc/a73aefbfd03212915ce2/wm_large.jpg"
"332","49 CRANBERRY WY SE, Calgary, Alb","T3M1K2","Stunning 4 level split in a prime location in Cranston! This gorgeous upgraded home has it all...vaulted knock down ceilings greet you as you enter with gleaming hardwood floors running throughout the entire main floor, a kitchen to die for with upgraded high end granite countertops, loads of cabinet and counter space, tiled backsplash and upgraded stainless steel appliances. Sun drenched living room with huge windows for maximum natural light sits next to the kitchen and a generous sized eating area on the other side of the main level. Upstairs has 2 massive bedrooms both with their own ensuite bathrooms and wardrobe units built in. The lower 3rd level is a massive open rec room that will fit all of your furniture and if you continue down to the 4th level it's fully finished as well with another huge bedroom and a full bathroom, storage and laundry area! The side entrance leads to back to the yard and the oversized garage in the back. This home has it all! Located close to schools, transit & amenities! (id:1937)","415000","1039","3","3","30 January 2018","2005","Cranston","Singlefamily","Southeast Calgary","9.20m x 33.00m","l_53028530","https://mediavault.point2.com/p2h/listing/8773/4694/10ce/cc8e47b2e184ea4c84f3/wm_large.jpg"
"333","#301 720 1 AV NW, Calgary, Alb","T2N0A1","Life is better on the Sunnyside! This is ""THE LOCATION!"" Nestled into a super quiet tree lined street with almost everything within walking distance: Eau Claire, downtown, Kensington, Princess Island, the river, parks and pathways, the Peace Bridge, Riley Park and the Sunnyside C-train station Calgary Curling Club & river raft rentals! WOW & a view! This home is in move-in condition but priced so you can comfortably make it your own if you choose to. The kitchen is super easy to work in with a step-saver design and just adjacent there is a spacious dining nook. The living room is very spacious with tons of room for entertaining & to kick back & enjoy your own in home movies. The natural gas fireplace is dressed in stone with an attractive mantle. In a few weeks you'll be able to step out and enjoy your summer BBQs & the view on the spacious south facing balcony. (Note: Well managed with strong reserve fund.) Isn't it time to live on the Sunnyside!! (id:1937)","299900","870","2","1","31 January 2018","1977","Sunnyside","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53065996","https://mediavault.point2.com/p2h/listing/7cff/0033/7b13/111eda8e288565b181d8/wm_large.jpg"
"334","4212 VOYAGEUR DR NW, Calgary, Alb","T3A0J4","WELCOME TO THE THIS  WELL KEPT BUNGALOW, IN VARSITY CLOSE TO MARKET MALL AND ALL AMENETIES , THE MAIL FLOOR OFFERS HARDWOOD FLOOR,OPEN PLAN , LARGE KITCHEN, 3 BEDROOMS , 1 BEDROOM DOWN, THE GARAGE IS PERFECT FOR A MECHANIC, AND THERE IS RV PARKING,FULLY FENCED. UPGRADED FURNACE ONLY 1 YEARS OLD.UPGRADED WINDOWS, AND MORE WELCOME TO THE THIS  WELL KEPT BUNGALOW, IN VARSITY CLOSE TO MARKET MALL AND ALL AMENETIES , THE MAIL FLOOR OFFERS HARDWOOD FLOOR,OPEN PLAN , LARGE KITCHEN, 3 BEDROOMS , 1 BEDROOM DOWN, THE GARAGE IS PERFECT FOR A MECHANIC, AND THERE IS RV PARKING,FULLY FENCED..UPGRADED WINDOWS, AND MORE.. (id:1937)","559000","1173","3","3","30 January 2018","1966","Varsity","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53028533","https://mediavault.point2.com/p2h/listing/034e/1dcf/c447/963e3aabb9201086f500/wm_large.jpg"
"335","4704 BROCKINGTON RD NW, Calgary, Alb","T2L1R6","Solid built, curb appeal Bungalow on a quiet street in Brentwood  Features...open concept  in living & dining rooms with large windows bringing in lots of natural light. Gleaming hardwood flooring throughout the main level, additional covered porch has 2 skylights, direct access to one of the bedrooms through the patio door.Upgrades including windows, rear door,baseboard, flooring in kitchen & bathroom, original maple kitchen cabinets with modern appliances, bathrooms fitter, extra insulation in attic and outside walls, roller shutters on two bedrooms, shingles, siding, eavestrough, downspouts, back and the side fencing, hot water tank, high efficiency furnace. developed basement with newer carpet, gas fireplace in family room with big window, French door, extra bedroom with big window, & 1-3pce bathroom. Double garage built in 2006 with 220volt & rough in natural gas outlet.Close to all amenities, schools, library, swimming pool, shops, bus stop & LRT station. Great value in this upgraded house. (id:1937)","619800","1065","4","2","31 January 2018","1962","Brentwood","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53066007","https://mediavault.point2.com/p2h/listing/b342/8e8b/8575/d30985e9c0fe9e895801/wm_large.jpg"
"336","#307 3651 MARDA LI SW, Calgary, Alb","T2T6J7","Amazing opportunity in the trendy sought after Marda loop area of Garrison Woods. Welcome home to this one of a kind top floor loft condo featuring a functional bright open concept layout highlighted by huge 17' vaulted ceilings allowing loads of natural light. The kitchen features a new SS oven, black refrigerator & dish washer, tile backsplash, light maple cabinets offering plenty of counter & storage space. The living room is massive w/a cozy corner gas fireplace that leads to the private balcony w/gas BBQ outlet & quite courtyard & city views. In-suite laundry & 2 piece bath finish this area. The open stair case leads to the large master bedroom loft w/4-piece ensuite. The building amenities include a stunning rec room w/indoor pool, fitness centre, banquet room, 2 guest suites, heated & secure underground parking , storage locker & car wash area. Condo fees include heat & water/sewer. Conveniently located & close to all amenities, shopping, restaurants, & more. Call today for your private viewing. (id:1937)","355000","840","1","2","30 January 2018","2003","Altadore","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53028536","https://mediavault.point2.com/p2h/listing/cc9a/ead6/4615/a130a8d1ebdf7d5f1110/wm_large.jpg"
"337","#1508 1500 7 ST SW, Calgary, Alb","T2R1A7","You'll love this sleek, bright, 1 bedroom, 1 bathroom condo in the heart of Calgary's Beltline community. Just steps away from vibrant 17th Ave SW, the Drake is the perfect home for the young professional, or anyone looking for modern elegance and convenience. With nightlife, shopping, fitness, and more right at your doorstep, your vehicle can stay parked in your heated, secure underground parking stall. Keep your living space free of clutter with access to your very own storage unit. This 15th floor condo has been upgraded to feature sleek wood laminate flooring, stainless steel appliances, and stone countertops. Relax in your oversized soaker tub or enjoy your morning coffee watching the sun rise from your private balcony with breathtaking views of downtown, 17th avenue, and beyond. Don't miss this opportunity to start the best chapter of your life, in the Drake! (id:1937)","339900","537","1","1","1 February 2018","2013","Beltline","Singlefamily","Southwest Calgary","9.20m x 33.00m","l_53126547","https://mediavault.point2.com/p2h/listing/0dcd/0679/eecb/b270f9bb3eecbecc828c/wm_large.jpg"
"338","130 Hunterhorn DR NE, Calgary, Alb","T2K6J4","Nicely kept Bi-Level single house with Walk-Out stepping to outside South decks perfect for summer BBQs House which provides lots of natural sun-light that makes it very welcoming plus TWO decks fully fenced. The upper level opens up to Kitchen with Breakfast-nook and bay window, Dining-room, Bathroom and Bedrooms Lower level features Living-room, Office, Bathroom, laundry/utilities, ONE Bedroom as well as Family-room area with wheelchair accessible Walk-Out entrance that offers a spacious extension to the living space. Additional detached fully dry walled and insulated building which consists of: STUDIO : big entertainment room 16' 31"" X 11' 13"" with gas fireplace, custom wall built-in unit furniture plus walking closet GARAGE : bright spacious integral 2 vehicle plus ceilings storage. Wiring 120 and 220 Volt Excellent location in HUNTINGTON community close to all amenities. (id:1937)","349900","827","3","2","30 January 2018","1989","HuntingtonHills","Singlefamily","Northwest Calgary","9.20m x 33.00m","l_53028644","https://mediavault.point2.com/p2h/listing/45db/43da/145e/176e3b61102c458aeec0/wm_large.jpg"
